Name,Company,Business address,Suburb,State,Postcode,Region,Phone,Link,Provider number,Latitude,Longitude
Ipar Rehabilitation - Mildura,Ipar Rehabilitation,272 Eleventh Street,Mildura,VIC,3500,Victoria,03 5022 8091,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=705,684,-34.1873902,142.1551796
Ipar Rehabilitation - Miranda,Ipar Rehabilitation,"Suite 124, Level 1 29 Kiora Road",Miranda,NSW,2228,Sydney South,02 9689 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=918,893,-34.0353003,151.1034653
Ipar Rehabilitation - Newcastle,Ipar Rehabilitation,"Otp House, Level 2, 14 Bradford Close",Kotara,NSW,2289,Hunter,02 4903 3200,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=682,663,-32.940876,151.7104695
Ipar Rehabilitation - Nowra,Ipar Rehabilitation,"Shop 3, Ground Floor 24 Berry Street",Nowra,NSW,2541,Illawarra Shoalhaven,02 4221 0600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=888,864,-34.871549,150.5987556
Ipar Rehabilitation - Orange,Ipar Rehabilitation,"Suite 3, Level 1, 21-29 William Street",Orange,NSW,2800,Central West,02 9689 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=854,831,-33.2899635,149.0813814
Ipar Rehabilitation - Parramatta,Ipar Rehabilitation,"Level 1, 107 Phillip Street",Parramatta,NSW,2150,Sydney West,02 9689 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=674,653,-33.8132774,151.0072765
Ipar Rehabilitation - Penrith,Ipar Rehabilitation,"Suite 2.04B, 38 Somerset Street",Kingswood,NSW,2747,"Nepean, Blue Mountains",02 4731 5009,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=283,283,-33.7552074,150.752074
Ipar Rehabilitation - Port Macquarie,Ipar Rehabilitation,Shop 4/136 William Street,Port Macquarie,NSW,2444,Mid North Coast,02 6651 5111,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=855,832,-31.4482673,152.8830412
Ipar Rehabilitation - Sydney,Ipar Rehabilitation,Level 16 1 Market Street,Sydney,NSW,2000,Sydney Central,02 8272 2200,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=483,480,-33.8692957,151.2070786
Ipar Rehabilitation - Tamworth,Ipar Rehabilitation,2/14-16 Bourke Street,Tamworth,NSW,2340,North West Slopes & Plains,02 6766 1444,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=678,659,-31.1062573,150.9181513
Ipar Rehabilitation - Wagga Wagga,Ipar Rehabilitation,9/152 Fitzmaurice Street,Wagga Wagga,NSW,2650,Riverina,03 8648 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=856,833,-35.1047849,147.3691518
Ipar Rehabilitation - Wollongong,Ipar Rehabilitation,"Level 1, 1 Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,02 9869 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=736,714,-34.4214498,150.8900387
Iprana Health Consulting,Iprana Health Consulting,"Suite 306, Building A, 1 Burbank Place",Baulkham Hills,NSW,2153,Sydney West,02 8027 3435,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1030,1005,-33.7499366,150.99108
Jk Corporate Resourcing,Jk Corporate Resourcing,Level 7 111 Phillip Street,Parramatta,NSW,2150,Sydney West,1300 652 920,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=734,713,-33.8132774,151.0072765
Kairros - Armidale,Kairros,117 Faulkner Street,Armidale,NSW,2350,Northern Tablelands,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1050,1025,-30.5145822,151.667077
Kairros - Ballina,Kairros,8/31 Cherry Street,Ballina,NSW,2478,Far North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=965,939,-28.8702924,153.5615732
Kairros - Blacktown,Kairros,28 Patrick Street,Blacktown,NSW,2148,Sydney West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=839,816,-33.7723948,150.906235
Kairros - Brisbane Qld,Kairros,4/113 Wickham Terrace,Brisbane City,QLD,4000,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=971,945,-27.4610564,153.0185099
Kairros - Buderim,Kairros,3/49 Burnett Street,Buderim,QLD,4556,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1054,1029,-26.6884301,153.047254
Kairros - Chatswood,Kairros,Level 2 12 Thomas Street,Chatswood,NSW,2067,Sydney North,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=928,903,-33.7964874,151.1802194
Kairros - Coffs Harbour,Kairros,2 / 64 Albany Street,Coffs Harbour,NSW,2450,Mid North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=842,819,-30.3045802,153.1213387
Kairros - Dubbo,Kairros,1/207 Brisbane Street,Dubbo,NSW,2830,Central West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=845,822,-32.2524454,148.6028578
Kairros - Gosford,Kairros,"Gateway Centre, Level 1, Suite 12 237 Mann Street",Gosford,NSW,2250,Central Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=927,902,-33.4111469,151.3320154
Kairros - Goulburn,Kairros,3/53 Clifford Street,Goulburn,NSW,2580,Illawarra Shoalhaven,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=969,943,-34.7486875,149.7125837
Kairros - Lismore,Kairros,Ground Floor 4 Carrington Street,Lismore,NSW,2480,Far North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=964,938,-28.7788628,153.2816187
Kairros - Liverpool,Kairros,"Suite 203, 161 Bigge Street",Liverpool,NSW,2170,Sydney West,02 9601 0666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=556,552,-33.9314256,150.9091697
Kairros - Manuka Act,Kairros,"Energyfit, 2, 1 Franklin Street",Manuka,ACT,2603,Act,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=968,942,-35.3295068,149.1217019
Kairros - Newcastle,Kairros,"Suite 5, Floor 2 15 Lambton Road",Broadmeadow,NSW,2292,Hunter,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=840,817,-32.9224901,151.7310064
Kairros - Nowra,Kairros,108B Kinghorne Street,Nowra,NSW,2541,South Coast Nsw,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=847,824,-34.8827939,150.6013799
Kairros - Orange,Kairros,Suite 4 179-181 Byng Street,Orange,NSW,2800,Central West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=846,823,-33.2899635,149.0813814
Kairros - Penrith,Kairros,"Level 2, Suite 2002, Borec House 29 - 57 Station Street",Penrith,NSW,2750,"Nepean, Blue Mountains",02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=967,941,-33.7539357,150.6793966
Kairros - Port Macquarie,Kairros,2 / 146-148 Gordon Street,Port Macquarie,NSW,2444,Mid North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=843,820,-31.4482673,152.8830412
Kairros - South Tamworth,Kairros,74A Robert Street,South Tamworth,NSW,2340,North West Slopes & Plains,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=966,940,-31.1084849,150.9043632
Kairros - Southport Qld,Kairros,"Level 2, 2205 Southport Central 5 Lawson Street",Southport,QLD,4215,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=970,944,-27.9636774,153.4070316
Kairros - Sydney,Kairros,"Suite 2, Level 15 1 Market Street",Sydney,NSW,2000,Sydney Central,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=287,287,-33.8692957,151.2070786
Kairros - Tuggerah,Kairros,Suite 4 3 Bounty Close,Tuggerah,NSW,2259,Central Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=841,818,-33.2417292,151.455269
Kairros - Wagga Wagga,Kairros,66-70 Coleman Street,Wagga Wagga,NSW,2650,Riverina,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1037,1012,-35.1229675,147.3631757
Kairros - Wollongong,Kairros,43 Burelli Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=844,821,-34.4269141,150.8982571
Keystone Professionals,Keystone Professionals,"Unit 8, 6 Chaplin Drive",Lane Cove,NSW,2066,Sydney North,02 9427 3030,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=465,459,-33.8163409,151.1709322
Kinnect - Albury,Kinnect,"Level 1, 566 David Street",Albury,NSW,2640,Riverina,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1006,980,-36.0615713,146.9263087
Kinnect - Ballina,Kinnect,"Shop 3, 92 Tamar Street",Ballina,NSW,2478,Far North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=997,971,-28.8660981,153.5607603
Kinnect - Bathurst,Kinnect,123 Howick Street,Bathurst,NSW,2795,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1003,977,-33.4181355,149.5827384
Kinnect - Brisbane,Kinnect,123 Logan Road,Woolloongabba,QLD,4102,Queensland,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=825,801,-27.4909441,153.0397582
Kinnect - Coffs Harbour,Kinnect,44 Gordon Street,Coffs Harbour,NSW,2450,Mid North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=999,973,-30.2960973,153.118676
Kinnect - Dubbo,Kinnect,62 Windsor Parade,Dubbo,NSW,2830,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1001,975,-32.254483,148.6307577
Kinnect - Mascot,Kinnect,Suite 10/56 Church Avenue,Mascot,NSW,2020,Sydney,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=870,847,-33.9291463,151.1889955
Kinnect - Mermaid Beach,Kinnect,"Level 3, Suite 3, 2400 Gold Coast Highway",Mermaid Beach,QLD,4218,Queensland,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=988,968,-28.0384403,153.4265053
Kinnect - Newcastle,Kinnect,"Suite 3, 4 Honeysuckle Drive",Newcastle,NSW,2300,Hunter,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=818,794,-32.9286867,151.7756084
Kinnect - North Ryde,Kinnect,"Suite 2, Level 2 64 Talavera Road",Macquarie Park,NSW,2113,Sydney North,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=809,785,-33.7922767,151.1272368
Kinnect - Nowra,Kinnect,107 Scenic Drive,Nowra,NSW,2541,Illawarra Shoalhaven,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1004,978,-34.8688732,150.594609
Kinnect - Orange,Kinnect,110/227 Summer Street,Orange,NSW,2800,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1002,976,-33.2829577,149.0951777
Kinnect - Port Macquarie,Kinnect,152 Greenmeadows Drive,Port Macquarie,NSW,2444,Mid North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1000,974,-31.4564684,152.8973714
Kinnect - Sydney,Kinnect,"Level 1, 115 Pitt Street",Sydney,NSW,2000,Sydney,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=802,779,-33.8692957,151.2070786
Kinnect - Tamworth,Kinnect,279B Marius Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=998,972,-31.0872201,150.9297327
Kinnect - Wagga Wagga,Kinnect,8 Tanda Place,Glenfield Park,NSW,2650,Riverina,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1005,979,-35.1375728,147.3334152
Kinnect - West Gosford,Kinnect,171 Mann Street,Gosford,NSW,2250,Central Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=817,793,-33.4259506,151.3420493
Kinnect - Wollongong,Kinnect,325 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=819,795,-34.4259789,150.8892519
Konekt - Albury,Konekt,"Suites 3 And 4, 622 Macauley Street",Albury,NSW,2640,Riverina,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=241,241,-36.0615713,146.9263087
Konekt - Wollongong,Konekt,"Level 3, 43 Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=243,243,-34.4214498,150.8900387
"Konekt - Nerang, Gold Coast",Konekt,"Suite 29, 207 Currumburra Road",Ashmore,QLD,4214,Qld,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=799,776,-27.9626644,153.3672812
Konekt - Ballina,Konekt,"Shop 1, 183 River Street",Ballina,NSW,2478,Northern Rivers,02 6623 7900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=255,255,-28.8660981,153.5607603
Konekt - Batemans Bay,Konekt,"Unit 1, 43 Orient Street",Batemans Bay,NSW,2536,South Coast,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=797,774,-35.7321019,150.2004158
Konekt - Brisbane,Konekt,"Level 3, 67 Astor Terrace",Spring Hill,QLD,4004,Queensland,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=449,324,-27.4614416,153.0257338
Konekt - Broken Hill,Konekt,257/259 Argent Street,Broken Hill,NSW,2880,Western Nsw,08 8214 4000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=798,775,-31.9590942,141.4645841
Konekt - Canberra,Konekt,"Level 1, Suite 1.02, 54 Marcus Clarke Street",Canberra,ACT,2601,Act,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=238,238,-35.2811197,149.1228719
Konekt - Coffs Harbour,Konekt,"Suite 202, Level 1, 24 Gordon Street",Coffs Harbour,NSW,2450,Mid North Coast,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=307,307,-30.2695516,153.1027547
Konekt - Liverpool,Konekt,"Suite 2, Level 5, 45-47 Scott Street",Liverpool,NSW,2170,Sydney West,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=445,441,-33.9314256,150.9091697
Konekt - Newcastle,Konekt,121 Maitland Road,Mayfield,NSW,2304,Hunter,02 4903 5210,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=239,239,-32.9051163,151.746341
Konekt - North Sydney,Konekt,"Suite 1, Level 13, 201 Miller Street",North Sydney,NSW,2060,Sydney North,02 9307 4007,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=316,316,-33.8400903,151.2107071
Konekt - Nowra,Konekt,Unit 201 Berry Street,Nowra,NSW,2541,Illawarra Shoalhaven,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=688,667,-34.879232,150.5996276
Konekt - Orange,Konekt,319/315-323 Summer Street,Orange,NSW,2800,Central West,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=800,777,-33.2899635,149.0813814
Konekt - Parramatta,Konekt,"Suite 4, Ground Floor, 1-3 Fitzwilliam Street",Parramatta,NSW,2150,Sydney West,02 8843 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=383,383,-33.8132774,151.0072765
Konekt - Penrith,Konekt,"Suite 4, 333 High Street",Penrith,NSW,2750,Nepean Blue Mountains,02 4777 9700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=474,469,-33.7539357,150.6793966
Konekt - Port Macquarie,Konekt,"Shop 1 & 2, 147 Gordon Street",Port Macquarie,NSW,2444,Mid North Coast,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=469,464,-31.4482673,152.8830412
Konekt - Tamworth,Konekt,239 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=471,466,-31.0978285,150.9363406
Konekt - Tuggerah,Konekt,"U1c, 152-154 Pacific Highway",Tuggerah,NSW,2259,Central Coast,02 4356 4000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=663,643,-33.2417292,151.455269
Konekt - Wagga Wagga,Konekt,91 Peter Street,Wagga Wagga,NSW,2650,Riverina,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=569,576,-35.1172978,147.3676612
Lifeworks Health Services,Lifeworks Health Services,Suite 3.15 5 Celebration Drive,Baulkham Hills,NSW,2153,Sydney West,1300 350 421,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=368,368,-33.7499366,150.99108
Linked Rehab,Linked Rehab,"Level 1, 331 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",0420 633 129,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1036,1011,-33.7539357,150.6793966
Mayo Injury Management Service,Mayo Injury Management Service,Mayo Private Hospital 2 Potoroo Drive,Taree,NSW,2430,Mid North Coast,02 6552 0022,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=438,438,-31.9581636,152.5121099
Mend Services - Newcastle,Mend Services,165 Lambton Road,Broadmeadow,NSW,2292,Hunter,02 4979 0104,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=548,537,-32.9236241,151.7231459
Mend Services - Forest Lodge,Mend Services,"Level 1, 52 Parramatta Road",Forest Lodge,NSW,2037,Sydney Central,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=429,429,-33.8810253,151.185993
Mend Services - Gosford,Mend Services,"Level 1, 4 Stockyard Place",Gosford,NSW,2250,Central Coast,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=547,536,-33.4111469,151.3320154
Mend Services - Norwest,Mend Services,"Master Builders Association Building, 5 Burbank Place",Norwest,NSW,2153,Sydney West,1300 176 774,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1053,1028,-33.7499366,150.99108
Mend Services - Oran Park,Mend Services,"Level 2, 351 Oran Park Drive",Oran Park,NSW,2570,Sydney West,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=359,359,-34.0175979,150.7164221
Mend Services - Wollongong,Mend Services,66 Auburn Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=430,430,-34.4273328,150.8894892
Mp Safety Management,Mp Safety Management,Suite 3.203 7 Sefton Road,Thornleigh,NSW,2120,Sydney North,1300 855 458,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=340,340,-33.7300471,151.0763892
Northern Occ Rehab,Northern Occ Rehab,19 Earls Court,Goonellabah,NSW,2480,Northern Rivers,0404 801 074,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=935,909,-28.8181265,153.3452333
Ors - Corrimal,Ors,Units 1 And 2 17-421 Princes Highway,Corrimal,NSW,2518,Illawarra Shoalhaven,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1026,1001,-34.3789419,150.9036889
Ors - Fyshwick,Ors,"Suite 5, 7 Geelong Street",Fyshwick,ACT,2609,Act,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=929,904,-35.320036,149.1752869
Ors - Gold Coast,Ors,"Level 13, 50 Cavill Avenue",Gold Coast Mc,QLD,4217,Far North Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1028,1003,-28.0020417,153.4152187
Ors - Gosford,Ors,"Gateway Centre, Suite 11, Level 2 237 Mann Street",Gosford,NSW,2250,Central Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=926,901,-33.4111469,151.3320154
Ors - Lane Cove,Ors,2 Lincoln Street,Lane Cove West,NSW,2066,Sydney North,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=944,918,-33.8163409,151.1709322
Ors - Maitland,Ors,2/12 Ken Tubman Drive,Maitland,NSW,2320,Hunter,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=973,947,-32.7353269,151.5580183
Ors - Mascot,Ors,"Unit 3B, 5 - 9 Ricketty Street",Mascot,NSW,2020,Sydney,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=972,946,-33.9291463,151.1889955
Ors - Newcastle,Ors,Units 1 & 2 33 Newton Street,Broadmeadow,NSW,2292,Hunter,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=566,546,-32.9224901,151.7310064
Ors - Port Macquarie,Ors,2/34 Jindalee Road,Port Macquarie,NSW,2444,Mid North Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=987,967,-31.4518522,152.8845455
Ors - Villawood,Ors,Suite 2.02 44 Mandarin Street,Fairfield East,NSW,2163,Sydney West,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=418,418,-33.8849112,150.9745188
Ors - Wagga Wagga,Ors,1/45 Fitzmaurice Street,Wagga Wagga,NSW,2650,Riverina,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1027,1002,-35.1047849,147.3691518
Perceptive Health,Perceptive Health,68 Matcham Road,Matcham,NSW,2250,Central Coast,02 8091 3318,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=994,964,-33.4058847,151.4392323
Perma Recovery,Perma Recovery,"Level 22, Westfield Tower Two 101 Grafton Street",Bondi Junction,NSW,2022,Sydney East,0493 685 228,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1052,1027,-33.8921368,151.2501162
Pinnacle Rehab,Pinnacle Rehab,"Level 4, 39-41 Chandos Street",St Leonards,NSW,1585,Sydney North,1300 591 438,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=670,650,-33.8225666,151.1923402
Platinum Rehabilitation Group,Platinum Rehabilitation Group,"Level 2, Suite 14 145-149 Forest Road",Hurstville,NSW,2220,Sydney South,02 9579 3114,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=871,846,-33.9596937,151.0984098
Prestige Health Services Australia (Phsa) - Sutherland,Prestige Health Services Australia (Phsa),Suite 2 33 Belmont Street,Sutherland,NSW,2232,Sydney,1300 522 141,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=806,782,-34.0457659,151.0571269
Prestige Health Services Australia (Phsa) - Warners Bay,Prestige Health Services Australia (Phsa),4/335 Hillsborough Road,Warners Bay,NSW,2282,Central Coast & Hunter,0488 292 490,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=923,898,-32.9640662,151.6601061
Proactiv People - Sydney,Proactiv People,2 Epson Road,Rosebery,NSW,2018,Sydney Central,0405 552 448,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=869,844,-33.9180427,151.2063243
Prowork Consultants,Prowork Consultants,78 Reynolds Avenue,Bankstown,NSW,2200,Sydney West,02 9790 8651,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=478,473,-33.9102875,151.0302601
Prudence Rehab,Prudence Rehab,"Suite 3, Level 4, 56 Clarence Street",Sydney,NSW,2000,Sydney,02 9283 5552,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=695,676,-33.8692957,151.2070786
"Recare Services - Cabarita, Tweed Coast",Recare Services,Shop 6 51 Tweed Coast Road,Cabarita Beach,NSW,2488,Far North Coast; Mid North Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=882,858,-28.3336119,153.5633078
Recare Services - Gosford,Recare Services,1 Hill Street,Gosford,NSW,2250,Central Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=883,859,-33.4111469,151.3320154
Recare Services - Pagewood,Recare Services,"Eastgardens Medical Centre, Westfield Cnr Bunnerong Road & Wentworth Avenue",Pagewood,NSW,2035,Sydney East,02 9344 7122,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=803,780,-33.9419947,151.2378028
Recare Services - Pottsville,Recare Services,Shop 5 8 Coronation Avenue,Pottsville,NSW,2489,Mid North Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=881,857,-28.3854679,153.5621988
Recare Services - Wentworthville,Recare Services,"Level 4, 73-75 Dunmore Street",Wentworthville,NSW,2145,Sydney West,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=947,921,-33.8095965,150.9764645
Recovery Partners - Blacktown,Recovery Partners,"Suite 3, Level 3 85 Flushcombe Road",Blacktown,NSW,2148,Sydney West,02 9622 0075,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=648,629,-33.7518952,150.89233
Recovery Partners - Brisbane,Recovery Partners,"Level 13, 269 Wickham Street",Fortitude Valley,QLD,4006,Queensland,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=868,843,-27.449251,153.0394986
Recovery Partners - Broadmeadow,Recovery Partners,66 Belford Street,Broadmeadow,NSW,2292,Hunter,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=713,692,-32.9242961,151.7402124
Recovery Partners - Campbelltown,Recovery Partners,Suite 214 4 Hyde Parade,Campbelltown,NSW,2560,"Sydney South, Sydney South West",1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=867,842,-34.0882935,150.81131
Recovery Partners - Canberra,Recovery Partners,"Suite 2W, Level 1 46 Hibberson Street",Gungahlin,ACT,2912,Act,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=712,693,-35.1877472,149.1326138
Recovery Partners - Sutherland,Recovery Partners,"Suite 203, Ground Floor 3-5 Stapleton Avenue",Sutherland,NSW,2232,Sydney South,02 9532 0988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=533,521,-34.0457659,151.0571269
Recovery Partners - Sydney,Recovery Partners,Suite 2.09 58 Pitt Street,Sydney,NSW,2000,Sydney Central,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=753,731,-33.8692957,151.2070786
Recovery Partners - Wollongong,Recovery Partners,"Suite 1, Level 1 1 Rawson Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=649,630,-34.4214498,150.8900387
Rehab Co - Albury,Rehab Co,432 Swift Street,Albury,NSW,2640,Riverina,02 6042 0600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=499,492,-36.0790701,146.9199353
Rehab Co - Canberra,Rehab Co,26 Maryborough Street,Fyshwick,ACT,2609,"Act, Southern Highlands, Tablelands",02 6126 2000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=501,494,-35.3256614,149.1750292
Rehab Co - Coffs Harbour,Rehab Co,Suite 30 The Jetty Village Shopping Centre 361 Harbour Drive,Coffs Harbour,NSW,2450,Mid North Coast,02 6699 3555,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=866,841,-30.2695516,153.1027547
