Name,Company,Business address,Suburb,State,Postcode,Region,Phone,Link,Provider number,Latitude,Longitude
Iprana Health Consulting,Iprana Health Consulting,"Suite 306, Building A, 1 Burbank Place",Baulkham Hills,NSW,2153,Sydney West,02 8027 3435,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1030,,,
Jk Corporate Resourcing,Jk Corporate Resourcing,Level 7 111 Phillip Street,Parramatta,NSW,2150,Sydney West,1300 652 920,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=734,,,
Kairros - Armidale,Kairros,117 Faulkner Street,Armidale,NSW,2350,Northern Tablelands,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1050,,,
Kairros - Ballina,Kairros,8/31 Cherry Street,Ballina,NSW,2478,Far North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=965,,,
Kairros - Blacktown,Kairros,28 Patrick Street,Blacktown,NSW,2148,Sydney West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=839,,,
Kairros - Brisbane Qld,Kairros,4/113 Wickham Terrace,Brisbane City,QLD,4000,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=971,,,
Kairros - Buderim,Kairros,3/49 Burnett Street,Buderim,QLD,4556,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1054,,,
Kairros - Chatswood,Kairros,Level 2 12 Thomas Street,Chatswood,NSW,2067,Sydney North,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=928,,,
Kairros - Coffs Harbour,Kairros,2 / 64 Albany Street,Coffs Harbour,NSW,2450,Mid North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=842,,,
Kairros - Dubbo,Kairros,1/207 Brisbane Street,Dubbo,NSW,2830,Central West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=845,,,
Kairros - Gosford,Kairros,"Gateway Centre, Level 1, Suite 12 237 Mann Street",Gosford,NSW,2250,Central Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=927,,,
Kairros - Goulburn,Kairros,3/53 Clifford Street,Goulburn,NSW,2580,Illawarra Shoalhaven,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=969,,,
Kairros - Lismore,Kairros,Ground Floor 4 Carrington Street,Lismore,NSW,2480,Far North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=964,,,
Kairros - Liverpool,Kairros,"Suite 203, 161 Bigge Street",Liverpool,NSW,2170,Sydney West,02 9601 0666,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=556,,,
Kairros - Manuka Act,Kairros,"Energyfit, 2, 1 Franklin Street",Manuka,ACT,2603,Act,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=968,,,
Kairros - Newcastle,Kairros,"Suite 5, Floor 2 15 Lambton Road",Broadmeadow,NSW,2292,Hunter,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=840,,,
Kairros - Nowra,Kairros,108B Kinghorne Street,Nowra,NSW,2541,South Coast Nsw,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=847,,,
Kairros - Orange,Kairros,Suite 4 179-181 Byng Street,Orange,NSW,2800,Central West,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=846,,,
Kairros - Penrith,Kairros,"Level 2, Suite 2002, Borec House 29 - 57 Station Street",Penrith,NSW,2750,"Nepean, Blue Mountains",02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=967,,,
Kairros - Port Macquarie,Kairros,2 / 146-148 Gordon Street,Port Macquarie,NSW,2444,Mid North Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=843,,,
Kairros - South Tamworth,Kairros,74A Robert Street,South Tamworth,NSW,2340,North West Slopes & Plains,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=966,,,
Kairros - Southport Qld,Kairros,"Level 2, 2205 Southport Central 5 Lawson Street",Southport,QLD,4215,Queensland,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=970,,,
Kairros - Sydney,Kairros,"Suite 2, Level 15 1 Market Street",Sydney,NSW,2000,Sydney Central,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=287,,,
Kairros - Tuggerah,Kairros,Suite 4 3 Bounty Close,Tuggerah,NSW,2259,Central Coast,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=841,,,
Kairros - Wagga Wagga,Kairros,66-70 Coleman Street,Wagga Wagga,NSW,2650,Riverina,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1037,,,
Kairros - Wollongong,Kairros,43 Burelli Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 9098 2660,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=844,,,
Keystone Professionals,Keystone Professionals,"Unit 8, 6 Chaplin Drive",Lane Cove,NSW,2066,Sydney North,02 9427 3030,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=465,,,
Kinnect - Albury,Kinnect,"Level 1, 566 David Street",Albury,NSW,2640,Riverina,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1006,,,
Kinnect - Ballina,Kinnect,"Shop 3, 92 Tamar Street",Ballina,NSW,2478,Far North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=997,,,
Kinnect - Bathurst,Kinnect,123 Howick Street,Bathurst,NSW,2795,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1003,,,
Kinnect - Brisbane,Kinnect,123 Logan Road,Woolloongabba,QLD,4102,Queensland,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=825,,,
Kinnect - Coffs Harbour,Kinnect,44 Gordon Street,Coffs Harbour,NSW,2450,Mid North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=999,,,
Kinnect - Dubbo,Kinnect,62 Windsor Parade,Dubbo,NSW,2830,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1001,,,
Kinnect - Mascot,Kinnect,Suite 10/56 Church Avenue,Mascot,NSW,2020,Sydney,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=870,,,
Kinnect - Mermaid Beach,Kinnect,"Level 3, Suite 3, 2400 Gold Coast Highway",Mermaid Beach,QLD,4218,Queensland,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=988,,,
Kinnect - Newcastle,Kinnect,"Suite 3, 4 Honeysuckle Drive",Newcastle,NSW,2300,Hunter,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=818,,,
Kinnect - North Ryde,Kinnect,"Suite 2, Level 2 64 Talavera Road",Macquarie Park,NSW,2113,Sydney North,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=809,,,
Kinnect - Nowra,Kinnect,107 Scenic Drive,Nowra,NSW,2541,Illawarra Shoalhaven,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1004,,,
Kinnect - Orange,Kinnect,110/227 Summer Street,Orange,NSW,2800,Central West,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1002,,,
Kinnect - Port Macquarie,Kinnect,152 Greenmeadows Drive,Port Macquarie,NSW,2444,Mid North Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1000,,,
Kinnect - Sydney,Kinnect,"Level 1, 115 Pitt Street",Sydney,NSW,2000,Sydney,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=802,,,
Kinnect - Tamworth,Kinnect,279B Marius Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=998,,,
Kinnect - Wagga Wagga,Kinnect,8 Tanda Place,Glenfield Park,NSW,2650,Riverina,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1005,,,
Kinnect - West Gosford,Kinnect,171 Mann Street,Gosford,NSW,2250,Central Coast,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=817,,,
Kinnect - Wollongong,Kinnect,325 Crown Street,Wollongong,NSW,2500,Illawarra Shoalhaven,1300 546 632,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=819,,,
Konekt - Albury,Konekt,"Suites 3 And 4, 622 Macauley Street",Albury,NSW,2640,Riverina,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=241,,,
Konekt - Wollongong,Konekt,"Level 3, 43 Burelli Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=243,,,
"Konekt - Nerang, Gold Coast",Konekt,"Suite 29, 207 Currumburra Road",Ashmore,QLD,4214,Qld,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=799,,,
Konekt - Ballina,Konekt,"Shop 1, 183 River Street",Ballina,NSW,2478,Northern Rivers,02 6623 7900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=255,,,
Konekt - Batemans Bay,Konekt,"Unit 1, 43 Orient Street",Batemans Bay,NSW,2536,South Coast,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=797,,,
Konekt - Brisbane,Konekt,"Level 3, 67 Astor Terrace",Spring Hill,QLD,4004,Queensland,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=449,,,
Konekt - Broken Hill,Konekt,257/259 Argent Street,Broken Hill,NSW,2880,Western Nsw,08 8214 4000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=798,,,
Konekt - Canberra,Konekt,"Level 1, Suite 1.02, 54 Marcus Clarke Street",Canberra,ACT,2601,Act,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=238,,,
Konekt - Coffs Harbour,Konekt,"Suite 202, Level 1, 24 Gordon Street",Coffs Harbour,NSW,2450,Mid North Coast,07 3230 8333,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=307,,,
Konekt - Liverpool,Konekt,"Suite 2, Level 5, 45-47 Scott Street",Liverpool,NSW,2170,Sydney West,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=445,,,
Konekt - Newcastle,Konekt,121 Maitland Road,Mayfield,NSW,2304,Hunter,02 4903 5210,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=239,,,
Konekt - North Sydney,Konekt,"Suite 1, Level 13, 201 Miller Street",North Sydney,NSW,2060,Sydney North,02 9307 4007,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=316,,,
Konekt - Nowra,Konekt,Unit 201 Berry Street,Nowra,NSW,2541,Illawarra Shoalhaven,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=688,,,
Konekt - Orange,Konekt,319/315-323 Summer Street,Orange,NSW,2800,Central West,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=800,,,
Konekt - Parramatta,Konekt,"Suite 4, Ground Floor, 1-3 Fitzwilliam Street",Parramatta,NSW,2150,Sydney West,02 8843 0900,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=383,,,
Konekt - Penrith,Konekt,"Suite 4, 333 High Street",Penrith,NSW,2750,Nepean Blue Mountains,02 4777 9700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=474,,,
Konekt - Port Macquarie,Konekt,"Shop 1 & 2, 147 Gordon Street",Port Macquarie,NSW,2444,Mid North Coast,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=469,,,
Konekt - Tamworth,Konekt,239 Peel Street,Tamworth,NSW,2340,North West Slopes & Plains,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=471,,,
Konekt - Tuggerah,Konekt,"U1c, 152-154 Pacific Highway",Tuggerah,NSW,2259,Central Coast,02 4356 4000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=663,,,
Konekt - Wagga Wagga,Konekt,91 Peter Street,Wagga Wagga,NSW,2650,Riverina,1300 723 375,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=569,,,
Lifeworks Health Services,Lifeworks Health Services,Suite 3.15 5 Celebration Drive,Baulkham Hills,NSW,2153,Sydney West,1300 350 421,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=368,,,
Linked Rehab,Linked Rehab,"Level 1, 331 High Street",Penrith,NSW,2750,"Nepean, Blue Mountains",0420 633 129,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1036,,,
Mayo Injury Management Service,Mayo Injury Management Service,Mayo Private Hospital 2 Potoroo Drive,Taree,NSW,2430,Mid North Coast,02 6552 0022,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=438,,,
Mend Services - Newcastle,Mend Services,165 Lambton Road,Broadmeadow,NSW,2292,Hunter,02 4979 0104,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=548,,,
Mend Services - Forest Lodge,Mend Services,"Level 1, 52 Parramatta Road",Forest Lodge,NSW,2037,Sydney Central,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=429,,,
Mend Services - Gosford,Mend Services,"Level 1, 4 Stockyard Place",Gosford,NSW,2250,Central Coast,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=547,,,
Mend Services - Norwest,Mend Services,"Master Builders Association Building, 5 Burbank Place",Norwest,NSW,2153,Sydney West,1300 176 774,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1053,,,
Mend Services - Oran Park,Mend Services,"Level 2, 351 Oran Park Drive",Oran Park,NSW,2570,Sydney West,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=359,,,
Mend Services - Wollongong,Mend Services,66 Auburn Street,Wollongong,NSW,2500,Illawarra Shoalhaven,02 9660 8611,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=430,,,
Mp Safety Management,Mp Safety Management,Suite 3.203 7 Sefton Road,Thornleigh,NSW,2120,Sydney North,1300 855 458,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=340,,,
Northern Occ Rehab,Northern Occ Rehab,19 Earls Court,Goonellabah,NSW,2480,Northern Rivers,0404 801 074,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=935,,,
Ors - Corrimal,Ors,Units 1 And 2 17-421 Princes Highway,Corrimal,NSW,2518,Illawarra Shoalhaven,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1026,,,
Ors - Fyshwick,Ors,"Suite 5, 7 Geelong Street",Fyshwick,ACT,2609,Act,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=929,,,
Ors - Gold Coast,Ors,"Level 13, 50 Cavill Avenue",Gold Coast Mc,QLD,4217,Far North Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1028,,,
Ors - Gosford,Ors,"Gateway Centre, Suite 11, Level 2 237 Mann Street",Gosford,NSW,2250,Central Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=926,,,
Ors - Lane Cove,Ors,2 Lincoln Street,Lane Cove West,NSW,2066,Sydney North,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=944,,,
Ors - Maitland,Ors,2/12 Ken Tubman Drive,Maitland,NSW,2320,Hunter,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=973,,,
Ors - Mascot,Ors,"Unit 3B, 5 - 9 Ricketty Street",Mascot,NSW,2020,Sydney,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=972,,,
Ors - Newcastle,Ors,Units 1 & 2 33 Newton Street,Broadmeadow,NSW,2292,Hunter,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=566,,,
Ors - Port Macquarie,Ors,2/34 Jindalee Road,Port Macquarie,NSW,2444,Mid North Coast,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=987,,,
Ors - Villawood,Ors,Suite 2.02 44 Mandarin Street,Fairfield East,NSW,2163,Sydney West,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=418,,,
Ors - Wagga Wagga,Ors,1/45 Fitzmaurice Street,Wagga Wagga,NSW,2650,Riverina,1800 000 677,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1027,,,
Perceptive Health,Perceptive Health,68 Matcham Road,Matcham,NSW,2250,Central Coast,02 8091 3318,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=994,,,
Perma Recovery,Perma Recovery,"Level 22, Westfield Tower Two 101 Grafton Street",Bondi Junction,NSW,2022,Sydney East,0493 685 228,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=1052,,,
Pinnacle Rehab,Pinnacle Rehab,"Level 4, 39-41 Chandos Street",St Leonards,NSW,1585,Sydney North,1300 591 438,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=670,,,
Platinum Rehabilitation Group,Platinum Rehabilitation Group,"Level 2, Suite 14 145-149 Forest Road",Hurstville,NSW,2220,Sydney South,02 9579 3114,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=871,,,
Prestige Health Services Australia (Phsa) - Sutherland,Prestige Health Services Australia (Phsa),Suite 2 33 Belmont Street,Sutherland,NSW,2232,Sydney,1300 522 141,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=806,,,
Prestige Health Services Australia (Phsa) - Warners Bay,Prestige Health Services Australia (Phsa),4/335 Hillsborough Road,Warners Bay,NSW,2282,Central Coast & Hunter,0488 292 490,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=923,,,
Proactiv People - Sydney,Proactiv People,2 Epson Road,Rosebery,NSW,2018,Sydney Central,0405 552 448,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=869,,,
Prowork Consultants,Prowork Consultants,78 Reynolds Avenue,Bankstown,NSW,2200,Sydney West,02 9790 8651,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=478,,,
Prudence Rehab,Prudence Rehab,"Suite 3, Level 4, 56 Clarence Street",Sydney,NSW,2000,Sydney,02 9283 5552,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=695,,,
"Recare Services - Cabarita, Tweed Coast",Recare Services,Shop 6 51 Tweed Coast Road,Cabarita Beach,NSW,2488,Far North Coast; Mid North Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=882,,,
Recare Services - Gosford,Recare Services,1 Hill Street,Gosford,NSW,2250,Central Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=883,,,
Recare Services - Pagewood,Recare Services,"Eastgardens Medical Centre, Westfield Cnr Bunnerong Road & Wentworth Avenue",Pagewood,NSW,2035,Sydney East,02 9344 7122,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=803,,,
Recare Services - Pottsville,Recare Services,Shop 5 8 Coronation Avenue,Pottsville,NSW,2489,Mid North Coast,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=881,,,
Recare Services - Wentworthville,Recare Services,"Level 4, 73-75 Dunmore Street",Wentworthville,NSW,2145,Sydney West,02 8004 0828,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=947,,,
Recovery Partners - Blacktown,Recovery Partners,"Suite 3, Level 3 85 Flushcombe Road",Blacktown,NSW,2148,Sydney West,02 9622 0075,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=648,,,
Recovery Partners - Brisbane,Recovery Partners,"Level 13, 269 Wickham Street",Fortitude Valley,QLD,4006,Queensland,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=868,,,
Recovery Partners - Broadmeadow,Recovery Partners,66 Belford Street,Broadmeadow,NSW,2292,Hunter,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=713,,,
Recovery Partners - Campbelltown,Recovery Partners,Suite 214 4 Hyde Parade,Campbelltown,NSW,2560,"Sydney South, Sydney South West",1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=867,,,
Recovery Partners - Canberra,Recovery Partners,"Suite 2W, Level 1 46 Hibberson Street",Gungahlin,ACT,2912,Act,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=712,,,
Recovery Partners - Sutherland,Recovery Partners,"Suite 203, Ground Floor 3-5 Stapleton Avenue",Sutherland,NSW,2232,Sydney South,02 9532 0988,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=533,,,
Recovery Partners - Sydney,Recovery Partners,Suite 2.09 58 Pitt Street,Sydney,NSW,2000,Sydney Central,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=753,,,
Recovery Partners - Wollongong,Recovery Partners,"Suite 1, Level 1 1 Rawson Street",Wollongong,NSW,2500,Illawarra Shoalhaven,1300 647 789,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=649,,,
Rehab Co - Albury,Rehab Co,432 Swift Street,Albury,NSW,2640,Riverina,02 6042 0600,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=499,,,
Rehab Co - Canberra,Rehab Co,26 Maryborough Street,Fyshwick,ACT,2609,"Act, Southern Highlands, Tablelands",02 6126 2000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=501,,,
Rehab Co - Coffs Harbour,Rehab Co,Suite 30 The Jetty Village Shopping Centre 361 Harbour Drive,Coffs Harbour,NSW,2450,Mid North Coast,02 6699 3555,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=866,,,
Rehab Co - Griffith,Rehab Co,1/20 Banna Avenue,Griffith,NSW,2680,Riverina,02 6961 0700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=500,,,
Rehab Co - Lismore,Rehab Co,"Suite 1F, 186 Molesworth Street",Lismore,NSW,2480,Northern Rivers,1300 575 652,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=932,,,
Rehab Co - Newcastle,Rehab Co,9/710 Hunter Street,Newcastle West,NSW,2302,"Hunter, Central Coast",02 4942 0700,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=783,,,
Rehab Co - Sydney,Rehab Co,"Level 4, 376 Bay Street",Brighton-Le-Sands,NSW,2216,"Sydney South, Sydney East, Sydney West",02 9503 9500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=720,,,
Rehab Co - Tamworth,Rehab Co,121 Marius Street,Tamworth,NSW,2340,"North West Slopes & Plains, New England",02 6763 0000,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=865,,,
Rehab Co - Wagga Wagga,Rehab Co,50 Peter Street,Wagga Wagga,NSW,2650,Riverina,02 6923 0500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=321,,,
Rehab Co - Wollongong,Rehab Co,90 Smith Street,Wollongong,NSW,2500,"Illawarra Shoalhaven, South Coast",02 4222 3500,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=721,,,
Rehab Co - Wyong,Rehab Co,"Kanwal Medical Complex Suite C30, 654 Pacific Highway",Kanwal,NSW,2259,Central Coast,02 4390 5279,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=877,,,
Rehab Dynamics,Rehab Dynamics,"Suite 510, 118 Church Street",Parramatta,NSW,2150,Sydney South West,02 9790 8407,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=311,,,
Rehab Focus Enterprise,Rehab Focus Enterprise,305 /160 Rowe Street,Eastwood,NSW,2122,Sydney,0433 160 212,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=521,,,
Rehab Management - Campbelltown,Rehab Management,"Ground Floor, Suite 4, 121 Queen Street",Campbelltown,NSW,2560,Sydney South West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=588,,,
Rehab Management - Albury,Rehab Management,602 Olive Street,Albury,NSW,2640,Riverina,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=784,,,
Rehab Management - Central Coast,Rehab Management,"Suite C, 201 Mann Street",Gosford,NSW,2250,Central Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=595,,,
Rehab Management - Chatswood,Rehab Management,"Level 6, 10 Help Street",Chatswood,NSW,2067,Sydney North,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=592,,,
Rehab Management - Coffs Harbour,Rehab Management,"Unit 3, 6 Elbow Street",Coffs Harbour,NSW,2450,Far North Coast; Mid North Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=780,,,
Rehab Management - Griffith,Rehab Management,233-237 Banna Avenue,Griffith,ACT,2603,"Act, Southern Highlands, Tablelands",1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=785,,,
Rehab Management - Hurstville,Rehab Management,"Suite 103, Level 1, 430 Forest Road",Hurstville,NSW,2220,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=963,,,
Rehab Management - Lismore,Rehab Management,"Ground Floor, 49 Carrington Street",Lismore,NSW,2480,Northern Rivers,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=786,,,
Rehab Management - Liverpool,Rehab Management,"Level 7, Suite 2, 269-273 Bigge Street",Liverpool,NSW,2170,Sydney West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=717,,,
Rehab Management - Maitland,Rehab Management,2A/52 Ken Tubman Drive,Maitland,NSW,2320,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=597,,,
Rehab Management - Miranda,Rehab Management,"Suite 303, 29 Kiora Road",Miranda,NSW,2228,Sydney South,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=962,,,
Rehab Management - Newcastle,Rehab Management,"Lot 3, 142-158 Pacific Highway",Charlestown,NSW,2290,Hunter,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=594,,,
Rehab Management - North Parramatta,Rehab Management,"Level 2, Suite 2.03 90-92 Phillip Street",Parramatta,NSW,2150,Sydney West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=372,,,
Rehab Management - Nowra,Rehab Management,81 North Street,Nowra,NSW,2541,South Coast Nsw,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=787,,,
Rehab Management - Orange,Rehab Management,296-298 Summer Street,Orange,NSW,2800,Central West,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=782,,,
Rehab Management - Penrith,Rehab Management,"Suite 2001, Level 2, Borec House 21-23 Station Street",Penrith,NSW,2750,Nepean Blue Mountains,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=718,,,
Rehab Management - Port Macquarie,Rehab Management,"Suite 10, Level 1 106 William Street",Port Macquarie,NSW,2444,Far North Coast; Mid North Coast,1300 762 989,https://www.sira.nsw.gov.au/information-search/rehab-provider/detail?id=781,,,
